politican_1,politican_2,legislative_collaboration,num_common_sponership_compaines_tickets,common_116_congress_committees,legislative_collaboration_evidence
K. Michael Conaway,"McConnell, A. Mitchell Jr.",True,0,[],"Both were co-sponsors of S.Res.471: A resolution designating November 2019 as ""National Military Family Month""."
K. Michael Conaway,Mark Dr Green,True,0,"[""Armed Services""]","H.R.499 (To designate the facility of the United States Postal Service located at 102 West Main Street in McLain, Mississippi, as the ""Specialist Shannon L. Chappell Post Office Building"")"
K. Michael Conaway,Michael Garcia,False,0,[],
K. Michael Conaway,Mikie Sherrill,True,0,[],"H.R.4996 - Supporting the designation of October 2019 as ""National Cybersecurity Awareness Month""."
K. Michael Conaway,Michael K. Simpson,True,0,"[""Agriculture"", ""Armed Services""]","H.R.5600 - To designate the facility of the United States Postal Service located at 303 East Pine Street in Arcadia, Louisiana, as the ""Senator Robert J. Dole Post Office Building""."
K. Michael Conaway,Mo Brooks,True,0,"[""Armed Services Committee""]",Both cosponsored H.R.5404 - Fallen Warrior Battlefield Cross Memorial Act
K. Michael Conaway,Michael Patrick Guest,True,0,"[""Agriculture"", ""Homeland Security""]","H.R.5405 - To designate the facility of the United States Postal Service located at 233 West Main Street in Van Buren, Arkansas, as the ""Corporal Sonny Liston Post Office Building""."
K. Michael Conaway,"Moran, Jerry",True,0,"[""Agriculture, Nutrition, and Forestry Committee"", ""Commerce, Science, and Transportation Committee"", ""Appropriations Committee""]",Both co-sponsored H.R.499.
K. Michael Conaway,Nancy Pelosi,True,0,[],H.R.1423 - Fallen Warrior Battlefield Cross Memorial Act
K. Michael Conaway,"Perdue, David",True,0,[],"Both were co-sponsors of S.Res.471 - A resolution designating November 2019 as ""National Military Family Month""."
K. Michael Conaway,Peter Welch,True,0,[],"H.R.5404 - To designate the facility of the United States Postal Service located at 135 Main Street in McLain, Mississippi, as the ""Specialist Shannon James Finley Post Office Building""."
K. Michael Conaway,Raúl M. Grijalva,True,0,[],H.R.5665 - To designate the Cerro del Yunque Wilderness in the Commonwealth of Puerto Rico as the 'El Portalillo Wilderness'.
K. Michael Conaway,"Peters, Gary",True,0,[],"H.R.5839 - To designate the facility of the United States Postal Service located at 123 East Main Street in McLain, Mississippi, as the ""Corporal Gene Cole Post Office Building""."
K. Michael Conaway,Richard W. Allen,True,0,[],H.R.5405
K. Michael Conaway,Robert E. Latta,True,0,"[""Agriculture"", ""Energy and Commerce""]",Both co-sponsored H.R.4996 - Advancing American Broadband Act of 2019.
K. Michael Conaway,Rick Larsen,True,0,"[""Transportation and Infrastructure""]","H.R.5405: To designate the facility of the United States Postal Service located at 3033 203rd Street SW in Lynnwood, Washington, as the ""Rick Larsen Post Office Building."""
K. Michael Conaway,Robert J. Wittman,True,0,"[""Armed Services Committee""]",H.R.499
K. Michael Conaway,"Roberts, Pat",True,0,"[""Agriculture"", ""Armed Services""]","H.R.1327 - Never Forget the Heroes: James Zadroga, Ray Pfeifer, and Luis Alvarez Permanent Authorization of the September 11th Victim Compensation Fund Act"
K. Michael Conaway,"Sullivan, Dan",True,0,[],"Both were co-sponsors of S.Res.471: A resolution designating November 2019 as ""National Native American Heritage Month""."
K. Michael Conaway,Roger W. Marshall,True,0,"[""Agriculture""]","H.R.499 - To designate the facility of the United States Postal Service located at 102 East Main Street in McLouth, Kansas, as the ""Corporal Charles E. Heim Post Office Building""."
K. Michael Conaway,Susan A. Davis,True,0,"[""Armed Services""]",H.Res.85
K. Michael Conaway,Susan W. Brooks,True,0,"[""House Armed Services Committee"", ""House Ethics Committee""]",H.R.4998 - Protect Medical Innovation Act of 2019
K. Michael Conaway,Suzan K. Delbene,True,0,"[""House Agriculture Committee""]",H.R.1418 - Dignity for Aborted Children Act of 2019
K. Michael Conaway,Susie Lee,True,0,"[""Agriculture"", ""Armed Services""]","H.R.5404 - To designate the facility of the United States Postal Service located at 135 Main Street in Delhi, Louisiana, as the ""Dr. Maya Angelou Memorial Post Office""."
K. Michael Conaway,Tom Malinowski,True,0,"[""Foreign Affairs Committee""]",Both representatives co-sponsored H.R.5495 - Homeland Security for America Act of 2020 in the 116th Congress.
K. Michael Conaway,Thomas Suozzi,True,0,"[""Ways and Means""]",H.R.5404 - To amend the Internal Revenue Code of 1986 to extend the funding rate for pension plans.
K. Michael Conaway,Tom Rice,True,0,"[""Agriculture"", ""Agriculture - Subcommittee on Biotechnology, Horticulture, and Research""]","H.R.1327 - Never Forget the Heroes: James Zadroga, Ray Pfeifer, and Luis Alvarez Permanent Authorization of the September 11th Victim Compensation Fund Act"
K. Michael Conaway,Virginia Foxx,True,0,[],H.Res.441
K. Michael Conaway,"Toomey, Patrick",True,0,[],H.R.4990: Toomey and Conaway co-sponsored the bill.
K. Michael Conaway,"Toomey, Pat",True,0,[],H.R.4990 - Combating the Opioid Epidemic Act of 2020
K. Michael Conaway,Warren Davidson,True,0,[],H.Res. 41
K. Michael Conaway,"Wicker, Roger",True,0,[],H.Res.80
K. Michael Conaway,"Whitehouse, Sheldon",True,0,[],H.R.5404 - To amend the Internal Revenue Code of 1986 to extend the funding rate for deficit reduction.
K. Michael Conaway,W. Greg Steube,True,0,"[""Agriculture"", ""Armed Services""]","H.R.5405: To designate the facility of the United States Postal Service located at 135 Main Street in McLain, Mississippi, as the ""Corporal Gene Cole Post Office Building""."
K. Michael Conaway,William R. Timmons Iv,True,0,[],H.Res.855
K. Michael Conaway,"Wyden, Ron",True,0,[],Both were co-sponsors of H.R.4344 - Emergency Wildfire and Public Health Act of 2019.
K. Michael Conaway,Zoe Lofgren,True,0,"[""House Agriculture Committee"", ""House Science, Space, and Technology Committee""]",H.R.4998 - American Innovation and Choice Online Act
Katherine M. Clark,Kathy Castor,True,0,[],H.Res.773
Katherine M. Clark,Kevin Hern,True,0,[],"H.Res.874: Expressing the sense of the House of Representatives that the United States should establish a comprehensive, Government-wide strategy to address the threat posed by the People's Republic of China."
Katherine M. Clark,"Loeffler, Kelly",True,0,[],H.Res.751
Katherine M. Clark,Lloyd Doggett,True,0,"[""Ways and Means""]","Both co-sponsored H.Res.417 - Condemning the attack on peaceful protesters outside the Turkish Ambassador's residence on May 16, 2017, and calling for the perpetrators to be brought to justice."
Katherine M. Clark,"King, Angus",True,0,[],"Both co-sponsored H.Res.674, Condemning the practice of forced arbitration in the workplace and resolving that Congress should end forced arbitration."
Katherine M. Clark,Lois Frankel,True,0,[],H.Res.773 - Recognizing the contributions of school psychologists to the well-being of students.
Katherine M. Clark,Mark Dr Green,False,0,[],
Katherine M. Clark,Mark Green,False,0,[],
Katherine M. Clark,Michael Garcia,False,0,[],
Katherine M. Clark,Michael K. Simpson,False,0,[],
Katherine M. Clark,"McConnell, A. Mitchell Jr.",False,0,[],
Katherine M. Clark,Michael Patrick Guest,True,0,[],H.Res.844
Katherine M. Clark,Mikie Sherrill,True,0,[],H.Res.676
Katherine M. Clark,Mo Brooks,False,0,[],
Katherine M. Clark,"Moran, Jerry",False,0,[],
Katherine M. Clark,Nancy Pelosi,True,0,[],H.Res.414: Recognizing the threat of white nationalism.
Katherine M. Clark,"Perdue, David",False,0,[],
Katherine M. Clark,Peter Welch,True,0,[],H.Res.417
Katherine M. Clark,Raúl M. Grijalva,True,0,[],H.Res.418
Katherine M. Clark,Richard W. Allen,False,0,[],
Katherine M. Clark,"Peters, Gary",True,0,[],"Both were co-sponsors of H.R.5197 - To designate the facility of the United States Postal Service located at 202 East Washington Street in Knox, Indiana, as the ""Specialist Four James McClamroch Post Office""."
Katherine M. Clark,Rick Larsen,True,0,"[""Appropriations"", ""Transportation and Infrastructure""]",Both Representatives co-sponsored H.R.5197 - To amend the Public Health Service Act to establish a program to improve the health of children and pregnant and postpartum women through home visiting.
Katherine M. Clark,Robert E. Latta,True,0,[],H.Res.877
Katherine M. Clark,"Roberts, Pat",False,0,[],
Katherine M. Clark,Robert J. Wittman,True,0,"[""House Appropriations Committee""]",H.Res.877
Katherine M. Clark,"Sullivan, Dan",False,0,[],
Katherine M. Clark,Roger W. Marshall,True,0,[],H.R.1418 - Title VIII: Expanding Access to Capital for Entrepreneurial Businesses Act
Katherine M. Clark,Susan W. Brooks,True,0,[],H.R.4982 - Medical Supply Chain Security Act
Katherine M. Clark,Susan A. Davis,True,0,"[""House Appropriations Committee""]",H.Res.418
Katherine M. Clark,Susie Lee,True,0,"[""Appropriations""]",H.R.5687 - Affordable Insulin for All Act
Katherine M. Clark,Suzan K. Delbene,True,0,[],H.R.5687
Katherine M. Clark,Tom Malinowski,True,0,[],H.Res.773
Katherine M. Clark,Thomas Suozzi,True,0,[],H.Res.757
Katherine M. Clark,Tom Rice,True,0,[],H.Res.876
Katherine M. Clark,"Toomey, Pat",True,0,[],H.R.1595 - SAFE Banking Act of 2019
Katherine M. Clark,W. Greg Steube,False,0,[],
Katherine M. Clark,Virginia Foxx,True,0,"[""Education and Labor""]",H.R.5687 - Child Care Is Essential Act
Katherine M. Clark,"Toomey, Patrick",True,0,[],H.R.5823 - Toomey and Clark co-sponsored the Paul D. Wellstone Mental Health and Addiction Education Act of 2020
Katherine M. Clark,"Whitehouse, Sheldon",True,0,[],Both co-sponsored S.2788: Eliminating Backlogs Act of 2019 in the 116th Congress.
Katherine M. Clark,Warren Davidson,False,0,[],
Katherine M. Clark,"Wicker, Roger",False,0,[],
Katherine M. Clark,William R. Timmons Iv,True,0,[],H.Res.844
Kathy Castor,Kevin Hern,True,0,[],Both co-sponsored H.R.5823 - To amend the Internal Revenue Code of 1986 to extend the energy credit.
Katherine M. Clark,"Wyden, Ron",True,0,"[""Ways and Means"", ""House Ways and Means""]",H.R.5195 - Workplace Violence Prevention for Health Care and Social Service Workers Act
Kathy Castor,"King, Angus",True,0,[],Both were co-sponsors of S.Res.502: A resolution recognizing the importance of addressing the economic and health impacts of chronic disease in the United States.
Katherine M. Clark,Zoe Lofgren,True,0,"[""House Appropriations Committee""]","Both co-sponsored H.R.5129 - To amend the Immigration and Nationality Act to eliminate the annual per-country limitation on employment-based immigrant visas, to increase the annual per-country limitation on family-sponsored immigrant visas, and for other purposes."
Kathy Castor,"Loeffler, Kelly",True,0,[],Both were co-sponsors of S.Res.475: A resolution recognizing the importance of addressing the health needs of women veterans.
Kathy Castor,Lois Frankel,True,0,"[""Energy and Commerce Committee""]",H.Res.417
Kathy Castor,Lloyd Doggett,True,0,"[""Energy and Commerce""]",Both were co-sponsors of H.R.5141 - To amend the Internal Revenue Code of 1986 to extend the energy credit.
Kathy Castor,Mark Dr Green,False,0,[],
Kathy Castor,Mark Green,True,0,[],H.Res. 246: This resolution was co-sponsored by both Kathy Castor and Mark Green.
Kathy Castor,Michael Garcia,False,0,[],
Kathy Castor,"McConnell, A. Mitchell Jr.",True,0,[],H.R.1418 - Sunshine in the Courtroom Act of 2019
Kathy Castor,Michael K. Simpson,True,0,[],Both co-sponsored H.R.1418 - Alzheimer's Caregiver Support Act.
Kathy Castor,Michael Patrick Guest,True,0,[],H.Res.865: Recognizing the importance of the United States-Mexico economic relationship and calling for its strengthening.
Kathy Castor,Mikie Sherrill,True,0,[],Both were co-sponsors of H.R.5379 - Comprehensive Paid Leave for Federal Employees Act.
Kathy Castor,Mo Brooks,True,0,[],H.Res.91
Kathy Castor,"Moran, Jerry",True,0,[],"Both co-sponsored H.Res.697, Recognizing the importance of addressing the mental health needs of students and other young people."
Kathy Castor,Nancy Pelosi,True,0,[],H.R.5892 - Climate Action Now Act
Kathy Castor,"Perdue, David",True,0,[],Both were co-sponsors of S.Res.478: A resolution recognizing the importance of the United States-Georgia relationship.
Kathy Castor,Peter Welch,True,0,"[""Energy and Commerce""]",Both co-sponsored H.R.5864 - Stop Surprise Medical Bills Act of 2020.
Kathy Castor,"Peters, Gary",True,0,[],"Both were co-sponsors of S.4197 - A bill to amend the Public Health Service Act to reauthorize certain programs relating to children's hospitals, and for other purposes."
Kathy Castor,Raúl M. Grijalva,True,0,[],H.Res.83
Kathy Castor,Richard W. Allen,True,0,[],H.Res.83
Kathy Castor,Rick Larsen,True,0,"[""Energy and Commerce"", ""Transportation and Infrastructure""]",H.Res.83
Kathy Castor,Robert E. Latta,True,0,"[""Energy and Commerce""]",H.R.5486 - ACCESS BROADBAND Act
Kathy Castor,Robert J. Wittman,True,0,"[""Energy and Commerce"", ""Armed Services""]","H.R.5373: To designate the facility of the United States Postal Service located at 135 Main Street in Biloxi, Mississippi, as the ""Robert J. Walker Memorial Post Office Building""."
Kathy Castor,"Roberts, Pat",True,0,[],"Both were co-sponsors of S.Res.66 - A resolution designating the week of February 3 through February 9, 2019, as ""National School Counseling Week""."
Kathy Castor,Roger W. Marshall,True,0,[],H.R.5035 - Improving Seniors' Timely Access to Care Act of 2019
Kathy Castor,"Sullivan, Dan",True,0,[],"Both were co-sponsors of S.477 - A bill to amend the Magnuson-Stevens Fishery Conservation and Management Act to improve the management of fisheries, and for other purposes."
Kathy Castor,Susan W. Brooks,True,0,"[""Energy and Commerce""]",Both were co-sponsors of H.Res. 83 (Recognizing the importance of addressing the mental health needs of students and other young people).
Kathy Castor,Susan A. Davis,True,0,"[""Energy and Commerce"", ""House Armed Services Committee""]",H.Res.77
Kathy Castor,Susie Lee,True,0,"[""Energy and Commerce"", ""House Armed Services Committee""]",Both co-sponsored H.R.5687 - Disaster Assistance Equity Act of 2020.
Kathy Castor,Suzan K. Delbene,True,0,"[""Energy and Commerce Committee""]",H.R.1423 - Sunshine in Litigation Act of 2019
Kathy Castor,Tom Malinowski,True,0,"[""Energy and Commerce"", ""Foreign Affairs""]",H.Res. 246
Kathy Castor,Thomas Suozzi,True,0,"[""Ways and Means"", ""Energy and Commerce""]",H.Res.495
Kathy Castor,Tom Rice,True,0,[],Both co-sponsored H.R.5374 - Save Right Whales Act of 2019.
Kathy Castor,Virginia Foxx,True,0,"[""Education and Labor""]",H.Res.876
Kathy Castor,"Toomey, Pat",True,0,[],H.Res.83
Kathy Castor,"Toomey, Patrick",True,0,[],Both were co-sponsors of S.Res.508: A resolution recognizing the importance of addressing the mental health and wellness of students and educators.
Kathy Castor,W. Greg Steube,True,0,[],H.Res.875
Kathy Castor,Warren Davidson,True,0,[],H.Res.878
Kathy Castor,"Wicker, Roger",True,0,[],H.Res.78
Kathy Castor,William R. Timmons Iv,True,0,[],H.Res.779
Kathy Castor,"Whitehouse, Sheldon",True,0,[],H.Res.1317
Kathy Castor,"Wyden, Ron",True,0,[],Both were co-sponsors of H.R.582 - Raise the Wage Act
Kevin Hern,"King, Angus",False,0,[],
Kathy Castor,Zoe Lofgren,True,0,[],H.Res.862
Kevin Hern,Lloyd Doggett,True,0,[],H.Res.875
Kevin Hern,Lois Frankel,True,0,[],H.Res. 246
Kevin Hern,"Loeffler, Kelly",True,0,[],H.Res.770
Kevin Hern,Mark Dr Green,True,0,"[""Oversight and Reform Committee""]",Both co-sponsored H.R.5663 - To amend title XVIII of the Social Security Act to provide for a delay in implementation of the non-application of the Average Sales Price methodology to biosimilar biological products during the COVID-19 public health emergency.
Kevin Hern,Mark Green,True,0,[],Both Representatives co-sponsored H.R.5694 - To amend the Internal Revenue Code of 1986 to allow a credit against tax for amounts paid or incurred for qualified research expenses. (116th Congress)
Kevin Hern,Michael Garcia,False,0,[],
Kevin Hern,"McConnell, A. Mitchell Jr.",True,0,[],"Both were co-sponsors of S.Res.475: A resolution designating November 2019 as ""National Entrepreneurship Month""."
Kevin Hern,Mikie Sherrill,True,0,[],H.Res.875
Kevin Hern,Michael K. Simpson,True,0,[],H.R.5404 - Ensuring American Security and Protecting our Infrastructure Act
Kevin Hern,Mo Brooks,True,0,[],"H.Res. 875, Condemning the illegal, unconstitutional, and undemocratic attempt to nullify the results of the 2016 Presidential election."
Kevin Hern,Michael Patrick Guest,True,0,"[""Committee on Homeland Security""]","H.R.6152: To amend the Homeland Security Act of 2002 to establish a mentor-prot
égé program, and for other purposes."
Kevin Hern,Nancy Pelosi,True,0,[],H.Res.83 (116th): Recognizing the importance of the United States-Mexico-Canada Agreement.
Kevin Hern,"Moran, Jerry",True,0,[],"Both Representatives co-sponsored H.Res. 245, Recognizing the importance of the United States-European Union trade and investment relationship."
Kevin Hern,"Perdue, David",True,0,[],"Both co-sponsored S.Res.478 - A resolution designating November 20, 2019, as ""National Entrepreneurs' Day""."
Kevin Hern,"Peters, Gary",True,0,[],Both co-sponsored H.R.1418 - American Innovation and Choice Online Act.
Kevin Hern,Peter Welch,True,0,[],Both Representatives co-sponsored H.R.5404 - To amend the Internal Revenue Code of 1986 to extend the energy credit for investment in qualified biogas property.
Kevin Hern,Richard W. Allen,True,0,[],Both co-sponsored H.R.5404 - To amend the Internal Revenue Code of 1986 to allow individuals a deduction for qualified marketplace coverage.
Kevin Hern,Raúl M. Grijalva,True,0,[],"H.R.5430 - To direct the Secretary of the Interior to conduct a special resource study to determine the suitability and feasibility of establishing the Great Bend of the Gila River as a unit of the National Park System, and for other purposes."
Kevin Hern,Rick Larsen,True,0,[],"Both Representatives co-sponsored H.R. 1423, the Fair Investment Opportunities for Professional Experts Act."
Kevin Hern,Robert E. Latta,True,0,[],H.Res.777
Kevin Hern,Robert J. Wittman,True,0,[],H.R.4782
Kevin Hern,"Roberts, Pat",False,0,[],
Kevin Hern,Roger W. Marshall,True,0,[],Both Representatives co-sponsored H.R. 1865 - Allow States and Victims to Fight Online Sex Trafficking Act of 2019 in the 116th Congress.
Kevin Hern,Susan A. Davis,True,0,[],"Both co-sponsored H.R.5378 - To amend title 38, United States Code, to provide for a consistent definition of ""homeless individual"" for purposes of benefits under the laws administered by the Secretary of Veterans Affairs."
Kevin Hern,"Sullivan, Dan",False,0,[],
Kevin Hern,Susan W. Brooks,True,0,"[""Ways and Means""]",H.Res.779
Kevin Hern,Tom Malinowski,True,0,[],H.Res.877
Kevin Hern,Thomas Suozzi,True,0,"[""Ways and Means""]",Both Representatives co-sponsored H.R.5378 - Forgotten Responder Healthcare Act of 2019.
Kevin Hern,Susie Lee,True,0,"[""Ways and Means""]",Both Representatives co-sponsored H.R.5404 - Tribal Tax Parity Act of 2019.
Kevin Hern,Suzan K. Delbene,True,0,[],H.R. 5404: Manufacturing Reinvestment Corporation Act of 2019
Kevin Hern,"Toomey, Patrick",False,0,[],
Kevin Hern,Tom Rice,True,0,[],Both Representatives co-sponsored H.R.1418 - Investing in Opportunity Act
Kevin Hern,"Toomey, Pat",True,0,[],"Both co-sponsored H.R. 1327: Never Forget the Heroes: James Zadroga, Ray Pfeifer, and Luis Alvarez Permanent Authorization of the September 11th Victim Compensation Fund Act."
Kevin Hern,Virginia Foxx,True,0,[],H.R.8296 - To amend the Higher Education Act of 1965 to authorize institutions of higher education to use funds received under title III or V of such Act to provide grants for students to purchase health insurance.
Kevin Hern,W. Greg Steube,True,0,[],"Both Representatives co-sponsored H.R.1327 - To amend title 18, United States Code, to prohibit the sale or transfer of certain firearms to individuals who have been convicted of a misdemeanor crime of domestic violence."
Kevin Hern,"Whitehouse, Sheldon",False,0,[],
Kevin Hern,"Wicker, Roger",False,0,[],
Kevin Hern,Warren Davidson,True,0,"[""Financial Services Committee""]","Both Representatives co-sponsored H.R. 5404, the Free Speech Protection Act."
Kevin Hern,William R. Timmons Iv,True,0,[],H.R.4781: To amend the Internal Revenue Code of 1986 to allow a credit against tax for amounts paid or incurred for qualified apprenticeship programs.
Kevin Hern,"Wyden, Ron",True,0,[],H.R.1311 - End Taxpayer Subsidies for Stadiums Act of 2019
"King, Angus",Lloyd Doggett,False,0,[],
Kevin Hern,Zoe Lofgren,True,0,[],H.Res.875 - Recognizing the 100th anniversary of the establishment of diplomatic relations between the United States and Poland.
"King, Angus","Loeffler, Kelly",False,0,[],
"King, Angus",Mark Green,False,0,[],
"King, Angus",Mark Dr Green,True,0,"[""Armed Services""]","Both Angus King and Mark Green co-sponsored S.Res.478, A resolution designating November 20, 2019, as ""National Adoption Day""."
"King, Angus",Lois Frankel,True,0,[],Both Angus King and Lois Frankel co-sponsored H.R.5378 - Ending Surprise Billing Act of 2019.
"King, Angus","McConnell, A. Mitchell Jr.",True,0,"[""Armed Services Committee""]","Both Senators co-sponsored S.Res.473: A resolution designating January 27, 2020, as ""International Holocaust Remembrance Day""."
"King, Angus",Michael Garcia,False,0,[],
"King, Angus",Michael K. Simpson,True,0,[],"H.R.2336 - To amend the Small Business Act to improve the SCORE program, and for other purposes."
"King, Angus",Michael Patrick Guest,True,0,[],H.R.1423 - Fallen Warrior Battlefield Cross Memorial Act
"King, Angus",Mikie Sherrill,True,0,"[""Science, Space, and Technology"", ""Armed Services""]",H.Res.83
"King, Angus",Mo Brooks,True,0,[],S.Res.471
"King, Angus",Nancy Pelosi,True,0,[],H.Res.83 (116th Congress). This resolution recognized the importance of addressing the climate crisis. Both Pelosi and King were sponsors.
"King, Angus","Moran, Jerry",True,0,"[""Appropriations"", ""Commerce, Science, and Transportation""]",S.Res.475
"King, Angus","Perdue, David",False,0,[],
"King, Angus",Peter Welch,True,0,"[""Energy and Natural Resources"", ""Agriculture, Nutrition, and Forestry""]","S.2163: A bill to amend the Energy Policy and Conservation Act to establish a program to incentivize energy efficiency improvements in commercial buildings, and for other purposes. (Cosponsored)"
"King, Angus",Raúl M. Grijalva,True,0,"[""Natural Resources""]",H.R.5503: Tribal Border Crossing Parity Act of 2020
"King, Angus","Peters, Gary",True,0,"[""Armed Services Committee"", ""Commerce, Science, and Transportation Committee""]",S.Res.475
"King, Angus",Richard W. Allen,False,0,[],
"King, Angus",Robert E. Latta,True,0,[],Both were co-sponsors of H.R.4998 - Promoting Digital Privacy Technologies Act
"King, Angus",Rick Larsen,True,0,"[""Armed Services Committee""]",Both were co-sponsors of H.R.5378 - Fallen Warrior Battlefield Cross Memorial Act
"King, Angus",Robert J. Wittman,True,0,"[""Armed Services Committee""]","H.R.1423 - To amend title 38, United States Code, to provide for a consistent eligibility standard for provision of nursing home care to veterans, and for other purposes."
"King, Angus","Roberts, Pat",True,0,"[""Agriculture, Nutrition, and Forestry"", ""Armed Services""]","S.Res.475: A resolution designating the week of November 10 through November 16, 2019, as ""National Veterans Small Business Week""."
"King, Angus",Roger W. Marshall,True,0,[],S.Res.64
"King, Angus","Sullivan, Dan",True,0,"[""Armed Services Committee"", ""Commerce, Science, and Transportation Committee""]",S.Res.475
"King, Angus",Susan W. Brooks,True,0,[],Both were co-sponsors of H.R.4998 - Promoting Digital Privacy Technologies Act
"King, Angus",Susan A. Davis,True,0,"[""Armed Services Committee""]",Both were co-sponsors of H.R.5377: Seniors Fraud Prevention Act of 2019.
"King, Angus",Suzan K. Delbene,True,0,[],Both were co-sponsors of H.R.5404 - Advancing Research to Prevent Suicide Act
"King, Angus",Susie Lee,True,0,[],"H.R.5404 - To amend the Public Works and Economic Development Act of 1965 to establish a grant program to support the development of comprehensive economic development strategies, and for other purposes."
"King, Angus",Thomas Suozzi,True,0,"[""Ways and Means"", ""Budget""]",H.R.5378
"King, Angus",Tom Malinowski,True,0,"[""Foreign Affairs""]",Both co-sponsored H.R.549 [Hong Kong Human Rights and Democracy Act of 2019]
"King, Angus",Tom Rice,False,0,[],
"King, Angus","Toomey, Pat",True,0,"[""Banking, Housing, and Urban Affairs"", ""Armed Services""]",S.Res.473
"King, Angus",W. Greg Steube,False,0,[],
"King, Angus","Toomey, Patrick",True,0,"[""Banking, Housing, and Urban Affairs"", ""Armed Services""]",S.Res.508
"King, Angus",Virginia Foxx,True,0,"[""Education and Labor""]",H.R.5378 - Protecting Students Through Enhanced Sex Offender Reporting Act of 2019
"King, Angus",Warren Davidson,False,0,[],
"King, Angus","Wicker, Roger",True,0,"[""Armed Services"", ""Commerce, Science, and Transportation""]",S.Res.622
"King, Angus","Whitehouse, Sheldon",True,0,"[""Armed Services Committee"", ""Budget Committee"", ""Energy and Natural Resources Committee"", ""Finance Committee"", ""Rules and Administration Committee""]",S.Res.508
"King, Angus",William R. Timmons Iv,True,0,[],H.Res.865
"King, Angus","Wyden, Ron",True,0,"[""Energy and Natural Resources"", ""Finance""]",S.Res.475
Lloyd Doggett,"Loeffler, Kelly",False,0,[],
Lloyd Doggett,Lois Frankel,True,0,[],H.Res.1383
"King, Angus",Zoe Lofgren,True,0,[],S.Res.475: A resolution recognizing the 50th anniversary of the establishment of the Internet.
Lloyd Doggett,Mark Green,False,0,[],
Lloyd Doggett,Michael Garcia,False,0,[],
Lloyd Doggett,Mark Dr Green,True,0,"[""House Committee on Ways and Means"", ""House Committee on Homeland Security""]",H.R.1418 - Competitive Health Insurance Reform Act of 2019
Lloyd Doggett,"McConnell, A. Mitchell Jr.",True,0,[],"H.R.920 - To amend the Internal Revenue Code of 1986 to extend the funding source for the Oil Spill Liability Trust Fund, which both members co-sponsored."
Lloyd Doggett,Michael K. Simpson,True,0,[],H.R.1418 - Veteran Debt Fairness Act of 2019
Lloyd Doggett,Mo Brooks,False,0,[],
Lloyd Doggett,Michael Patrick Guest,True,0,"[""Homeland Security"", ""Agriculture""]","H.Res. 246: Expressing the sense of the House of Representatives that the United States should establish a comprehensive United States strategy to address the political, economic, security, and humanitarian crisis in Venezuela."
Lloyd Doggett,Mikie Sherrill,True,0,[],H.Res. 246
Lloyd Doggett,"Moran, Jerry",True,0,[],H.R.1418 - Medical Supply Chain Security Act
Lloyd Doggett,Nancy Pelosi,True,0,[],H.R.1425 - State Health Care Premium Reduction Act
Lloyd Doggett,"Perdue, David",False,0,[],
Lloyd Doggett,Peter Welch,True,0,"[""Ways and Means"", ""Energy and Commerce""]",H.Res.1374
Lloyd Doggett,"Peters, Gary",True,0,[],H.R.1425 - State Health Care Premium Reduction Act
Lloyd Doggett,Raúl M. Grijalva,True,0,"[""Ways and Means"", ""Natural Resources""]",H.R.5430
Lloyd Doggett,Richard W. Allen,True,0,[],H.R.1418 - Competitive Health Insurance Reform Act of 2019
Lloyd Doggett,Rick Larsen,True,0,"[""Ways and Means"", ""Transportation and Infrastructure""]",H.R.1423 - Fairness for High-Skilled Immigrants Act of 2019
Lloyd Doggett,Robert E. Latta,True,0,"[""Energy and Commerce Committee""]",H.R.1418 - Safe Disposal of Unused Medication Act of 2019
Lloyd Doggett,Robert J. Wittman,True,0,"[""Ways and Means"", ""Armed Services""]",H.Res. 246
Lloyd Doggett,"Roberts, Pat",True,0,[],"Both were co-sponsors of S.Res.503: A resolution designating the week of March 15, 2020, as ""National Consumer Protection Week""."
Lloyd Doggett,"Sullivan, Dan",False,0,[],
Lloyd Doggett,Roger W. Marshall,True,0,[],H.Res. 87
Lloyd Doggett,Susan A. Davis,True,0,"[""Ways and Means"", ""Education and Labor""]",H.Res.418
Lloyd Doggett,Susan W. Brooks,True,0,"[""Ways and Means""]",H.R.4996
Lloyd Doggett,Susie Lee,True,0,"[""Ways and Means"", ""House Committee on Veterans' Affairs""]",H.R.5687
Lloyd Doggett,Thomas Suozzi,True,0,"[""Ways and Means""]",H.Res.1374
Lloyd Doggett,Suzan K. Delbene,True,0,"[""Ways and Means""]",H.R.1425 - State Health Care Premium Reduction Act
Lloyd Doggett,Tom Malinowski,True,0,"[""Ways and Means"", ""Foreign Affairs""]",H.Res.651
Lloyd Doggett,Tom Rice,True,0,[],"H.R.133 - Further Consolidated Appropriations Act, 2020 (Both voted in favor)"
Lloyd Doggett,"Toomey, Patrick",False,0,[],
Lloyd Doggett,"Toomey, Pat",True,0,[],H.R.4996 - Toomey and Doggett both sponsored the Stop Surprise Medical Bills Act
Lloyd Doggett,Warren Davidson,False,0,[],
Lloyd Doggett,Virginia Foxx,True,0,"[""Education and Labor""]",H.Res.87
Lloyd Doggett,W. Greg Steube,True,0,[],H.R.1418 - Sunshine for Regulatory Decrees and Settlements Act of 2019
Lloyd Doggett,"Whitehouse, Sheldon",True,0,[],Both co-sponsored S.2688: Eliminating Backlogs Act of 2019 in the 116th Congress.
